3863.64640920147 12005.2563938472
4163.87149618922 12101.3284216832
4380.03355882039 12365.5264982325
4464.09658317696 12965.9766722079
4524.14160057451 13434.3278079088
4524.14160057451 13782.5889088146
4452.08757969745 14022.7689784048
4331.99754490235 14226.9220375565
4127.84448575069 14731.3001836959
3959.71843703755 15187.6423159173
3719.53836744735 15631.9754446591
3611.45733613176 15860.1465107698
3527.3943117752 16088.3175768805
3527.3943117752 16868.9028030486
3539.40331525471 17553.4160013807
3539.40331525471 18045.7851440406
3467.34929437765 18249.9382031923
3251.18723174647 18418.0642519054
2806.85410300461 18502.127276262
2290.46695338569 18514.1362797415
1846.13382464382 18514.1362797415
1581.93574809461 18454.0912623439
1377.78268894294 18189.8931857947
1161.62062631176 17817.6140779299
1053.53959499618 17445.3349700651
1053.53959499618 16688.767750856
1041.53059151667 15920.1915281674
1077.5576019552 15379.7863715894
1365.77368546343 14839.3812150115
1485.86372025853 14479.1111106262
1786.08880724627 14058.7959888433
2014.25987335696 13626.471863581
2146.35891163157 12797.8506234948
2422.56599166029 12221.4184564783
2722.79107864804 12005.2563938472
3813 12005.2563938472
